TITLES,REVIEW,COMMENTS,TIME
LG 스타일러(모델명 S5MBA) 추천 합니다,"​2년 가까이 잘 사용하고 있는 LG 스타일러(모델명 S5MBA) 추천 합니다가전 준비하면서 스타일러를 살까 말까 고민하시는 분들 많으실 것 같아요.저도 고민을 많이 했고, 많은 고민 후 구매해 잘 사용하고 있습니다.​장점​일단 저희 신랑은 매일 정장과 와이셔츠를 입어요! 그래서 더 필요했고 잘 사용하고 있는 것 같아요.아무래도 정장이나 와이셔츠는 잘 구겨지는 소재이기도 하고, 매번 한번입고 드라이를 맡길 수가 없어서 구매를 결정했는데 가장 큰 기여를 했어요. ​그리고 겨울 철에 패딩!!! 더불어 회식 하고 왔을때 냄새 빼기 정말 좋아요. 코트입고 고기집 회식 다녀오면 집 도착해서 무조건 옷들고 스타일러로 직행....​이것 말고도 장점을 뽑자면 아직 코로나 시대잖아요ㅠㅠ 옷들에 붙은 바이러스 그리고 미세먼저..스팀 코스로 옷 돌리고 나면 심리적으로 조금 편하더라구요.그리고 제습 기능!!! 에어컨을 드레스룸에는 따로 두지 않아서 가끔 스타일러로 제습코스도 해주고 있어요!​​단점​스팀 다리미 처럼 쫙쫙 펴주지는 못해요ㅠㅠ 그부분이 조금 아쉬워요그리고 생각보다 거대해욬ㅋㅋㅋㅋㅋ5벌이 들어가는 걸 구매해서 그런지 생각보다 공간을 많이 차지해요.마지막으로 저는 괜찮지만 소음이 크다는 분들도 계시더라구요. 저는 신경쓰일 정도는 아닌데 구매하실 분들은 참고하세요!!!​","[['스타일러 로망 있는데, 그래두 있으면 유용하겠어요 ^^']]",2022.04.12. 15:57
LG스타일러렌탈 제습기능까지 한번에 관리해요!,비가 점점 멎어가면서 습함도 서서히줄어들고 있습니다. 장마철에 많은 분들이 LG스타일러렌탈을 많이 찾아주셨습니다.습하기 때문에 빨래를 해도 꿉꿉하고습기가 있는 상태로 마르기 때문에 옷에그대로 남아있는 습기를 스타일러로관리를 해주면 보송한 상태로 착용을할 수 있습니다. 그래서 오늘은 장마철LG스타일러렌탈을 하신 고객님의 후기를가지고 왔습니다. 고민중이신 분들은 함께 후기를 읽어보시고 도움이 되시길 바랍니다.​[S3BF] 모델 렌탈 진행하신오O영고객님의 후기입니다.,"[['감사합니다'], ['잘보고 있습니다.'], ['잘보고 갑니다.'], ['잘봤습니다']]",2022.07.18. 12:11
"lg스타일러미러,미세먼지공기청정기 렌탈 추천 보조금은 최대로 받으세요!",​,"[['공기청정기추천 이정도면 괜찮네요~'], ['저도 한 10곳 정도 전부 상담한 결과 여기가 지원을 가장 많이 주셨어요 그리고 소개까지 해주시면 지원 더 주시더라고요각 브랜드 다 있고, 렌탈 비용도 얼마안해서 만족스러워요 링크 공유 드릴게요~http://pf.kakao.com/_rtxmIb'], ['<< 주의사항 >>LG공기청정기도 제품별로 기종별로 가격차가 있고또한 제휴카드에 따라서도 월 렌탈료가 많이 달라집니다.그러므로 한번쯤 견적을 받아보시고 결정하시는게나중에 후회가 없습니다^^[ LG공기청정기 기종별 렌탈료 확인 ]✅ https://bit.ly/39tmsPV'], ['공기청정기추천 정보를 알아보고 있었는데 많은 도움이 됐습니다. 꼭 참고할게요~감사합니다!^^'], ['공기청정기추천 요새는 가전제품을 대부분 렌탈로 이용하는 경우가 많더라고요. 가전제품 기능이 좋아지는만큼 구매할 때 가격도 비싸기도 한데 렌탈을 하게 되면 매달 월요금으로 낼 수 있고 제휴 할인으로 더 저렴하게 이용도 가능하고 관리도 편해서 삶의 질이 올라가기 때문인데요. 저렴한 가격으로 신경쓸 일도 줄어드니 렌탈이 훨씬 이득인 것 같아요. 저도 이번에 정수기 새로 설치하려고 했는데 좋은 정보 얻어가네요~'], ['공기청정기추천 요즘은 직수정수기 중에서도 이 제품이 후기가 제일 좋던데요. 아직 문제가 될만한 안좋은 후기도 없고 편리하고 너무 좋다고하더라고요. 직수정수기 종류가 워낙 많기 때문에 어떤 제품을 렌탈해야하나 항상 고민할 수 밖에 없는데 여기서는 여러제품을 비교해볼 수 있고 사은품도 최대로 받을 수 있어서 너무 좋던데요. 당일에 사은품 지급까지 해주니 안심하고 가입하기 좋은 것 같아요.'], ['공기청정기추천 친구집에 사용하고 있는 모델이네용! 이 제품은 성능도 좋고 디자인도 깔끔하니 관리하기도 너무 좋다고 하더라고요. 친구가 맨날 정수기 정보 물어보고 이 제품 추천한다면서 사은품 많이 주는 업체도 알려주고 그랬었는데 알고보니 여기더라고요. 저도 빨리 아정당렌탈에 연락해서 상담받고 사은품 최대로 지급받아야겠네요'], ['공기청정기추천 이번에 사용하던 정수기가 갑자기 고장나서 새로 알아보게 됐는데요. 남편이랑 아이들이 다 정수기 물만 마셔서 좀 급한 상황이였는데 상담 때 말씀드리니 최대한 빨리 되도록 신경써주겠다 해서 빠른 설치 받았어요. 너무 감사하더라고요. 다음에도 가전제품 렌탈 할 일이 있으면 꼭 아정당 이용할 것 같아요. 설치 빨리 해주셔서 너무 감사했는데 사은품도 당일 저녁에 바로 들어오더라고요 정말 만족스러웠어요.'], ['공기청정기추천 이곳을 알게돼서 너무 다행이란 생각이 드네요. 몰랐는데 본사보다 여기서 렌탈하는 것이 훨씬 사은품을 많이 받을 수 있다고 하던데 진짜일줄은 몰랐거든요. 상담 받을 때까지도 긴가민가 했는데 설치하고 사은품 들어온 거 보고 실감이 나더라고요. 소비자 입장에서는 이곳저곳 비교해보는게 당연한거라고 생각했는데 여기 상담받고는 괜히 비교했다라는 생각이 들더라고요'], ['공기청정기추천 저는 이번에 너무 만족스럽게 설치를 하였는데요. 의심이 많은 성격이라 제가 직접 눈으로 보기 전까지는 잘 안믿는데 지인이 추천해준 곳이니 눈 딱 감고 한번 해보자 했는데 왜 이때동안 이런혜택을 못받고 렌탈을 이용했나 싶더라고요. 상담할 때 내용 그대로를 지킬뿐더러 설치날짜나 사은품 당일 지급까지 약속을 그대로 지키더라고요. 제품 기능도 하나하나 다 물어봤는데 친절하게 설명해주셔서 의심되는 마음이 점점 사라지더라고요. 진짜 당일 저녁에 사은품 주는 걸 보고 주변에 적극 추천하고 싶어졌어요. 상담도 이른아침부터 늦은 밤까지 진행된다고 하니 시간 여유되실 때 꼭 상담 받아보시길 바랄게요!'], ['공기청정기추천 렌탈 상품마다 하나하나 검색해서 알아보기가 너무 귀찮아서 그냥 아무업체에서 해야하나 별 차이가 있겠나 했는데 잘못된 생각이였더라고요! 무조건 사은품 혜택 많은 곳에서 하는 것이 중요하고 이왕이면 여러제품 한번에 비교할 수 있는 곳이 낫더라고요. 친구가 이곳 추천 안해줬으면 완전 손해보고 렌탈할뻔했어요. 이번에 알게된게 어디겠어요. 제품도 너무 만족스러운데 사은품까지 최대로 받았으니 정말 좋아요. 통신렌탈 같이 진행하고 있으니 알아보고 계신다면 꼭 상담받아보셨으면 하네용'], ['공기청정기추천 보통 다른 곳에서 렌탈 설치하게 되면 일정잡고 설치하고 사은품 혜택 받는 데까지 2주정도 시간이 소요된다고 하는데요. 저는 일주일도 안걸려서 설치받고 당일에 바로 사은품 받아서 좋더라고요. 그리고 사은품을 다른 제품을 준다고 하거나 설치받고 시간이 지난 뒤에 지급해준다는 곳이 있다면 의심해볼 필요가 있어요. 이왕이면 당일에 바로 지급해주는 곳으로 가입하는 것이 안전하다고 해요.'], ['친절한 상담과 혜택 최고입니다 http://pf.kakao.com/_rtxmIb']]",2022.05.16. 13:12
차홍 핸디 스타일러 나눔 (완료),차홍 핸디 스타일러 드림합니다.사용감 거의 없어요~필요하신 분 댓글 주세요~~,"[['제가 받아도 될까요?'], ['네~~']]",2022.07.05. 13:27
펫스타일러 공동구매,"169,000원인 펫스타일러를 79,000원에 겟할 수 있는 기회 모두 놓치지 마세요❤️",[],2022.07.06. 01:45
엘지스타일러렌탈 손상없이 관리해요!,"매일 빨기는 옷감이 상할까 걱정 되고,안빨자니 땀도 흘리고, 냄새도 날까걱정하는 분들이 많을 것 같아요.그래서 그런지 요즘처럼 습하고 꿉꿉한날씨에 많은 분들께서 찾아주시는데요.오늘은 엘지스타일러렌탈을 하신고객님의 후기를 가지고 왔습니다.고민하고 계시는 분들은 이 글을보시고 도움이 되셨으면 좋겠습니다:)​[S5GBP] 모델 렌탈 진행하신김O정고객님의 후기입니다.","[['잘보고갑니다'], ['오• 좋은 정보 잘 보고 갑니다'], ['정보 감사합니다'], ['잘 보고 갑니다'], ['잘보고가요']]",2022.07.08. 15:00
스타일러장 문의,붙박이 시공하면서 스타일러장을 제작했는데 오브제 스타일러 5구 입니다. 넓이는 600인데 시공하시는분이 610으로 장이 해두셨어요완전 타이트 하고 엘지기사님이 타이트하다고 하셨는데스타일러가 움직이자나요? 어제 문이 안닫히는거에요...​ 스타일러는 수평 맞는데 밑에 물받이는 아예 안들어가고...아 이거 어떻게 해야 할까요ㅠㅠㅠㅠ? 진짜 붙박이장 스트레스 받습니다...  상단은 왼쪽이 딱 붙고 하단은 오른쪽이 딱붙고..스타일러는 수평이고...이러다 스타일러 고장나는건 아닌지...,"[['음.. 저도 붙박이에 스타일러 때려 넣을려다가.ㅠ 그냥 저희는 거실에 놔두고 쓰기로 했거든요. 기존에도 거실에 그냥 세워놓고 썼었는데.. 움직이죠.. 어느순간 보면 자리이동해있고.ㅠ 쓰시다보면 움직여서 부딪힐꺼 같아요.ㅠ'], ['붙박이장때문에 참 골치네여ㅠㅠ 감사합니당'], ['헐..스타일러가 움직이나요?? 1센치만 두묜된다고생각했는데'], ['어머 저도 몰랐네요 스타일러가 움직이나요 ??'], ['안녕하세여~ 지나가다 여쭈어요 사진처럼 빌트인 하려고 610 얘기 해둘려는 찰라에 글을 보게 되었어요 대개 붙박이 하신분들도 양쪽5cm씩 여유를두셨구요 사진상으로 봐선 여유공간이 작지 않고 딱 보기 좋을만큼 공간을 두신것 같아요 하지만 쓰시는분이 불편함을 느끼면 여유공간 더커야 되지 싶어요 그러기엔 너무 크면 안이뿌고..좌우 얼마씩 공간을 두면 이런문제가 안생길까요?\n위쪽은 문제 없어 보이는데 위쪽은 여유 공간은 몇센치 일까요?']]",2022.03.17. 15:49
신림역 도보8분 신축첫입주 엘베있고 스타일러있는 3층 풀옵션 1.5룸입니다,신림역 도보8분 완전평지 조용한 주택가입니다​신축첫입주라 정말 깔끔합니다​엘베있습니다​풀옵션 스타일러까지 있어서 티브이만 가지고 오시면 됩니다​금액:18000만원관리비:10만원포함:티브인터넷별도:수도전기가스위치:신림동1631-11해당층:3층방구조(방/욕실개수):1.5룸 화장실1방향:동향옵션:에어컨 세탁기 냉장고 인덕션 스타일러용도(건축물대장):다중주택면적(전용/공급):약8평사용승인일:2022년난방방식:개별도시가스주차:불가반려동물:불가입주가능일:당장가능특이사항대박 부동산 서울 관악구 남부순환로191길3(신림동1410-10) 신림역도보8번출구3분010-8517-2455 대표 박정욱,[['반전세 가능할까요???']],2022.08.24. 14:22
LG전자 오브제 스타일러 S5GFO 사용후기예요.,"저희 집은 스타일러가 정말 필수인데요. 일주일에 3번 이상 사용을 하고 있어서 정말 잘 쓰고 있는 제품 중 하나예요. 밖에 입고 나갔던 옷은 세탁하지 않으면 옷장으로 절대 넣지 않는 성격인데, 외투나 세탁기를 자주 돌릴 수 없는 소재의 옷들은 항상 스타일러를 거친 후 옷장으로 들어갑니다. 이런 점이 정말 좋더라구요~ㅎㅎ 그리고 망가지기 쉬운 옷들도 세탁기 돌리고 건조기를 풀로 돌리지 않고 물기만 건조한 다음에 바로 스타일러에 넣어서 바짝 건조를 시켜주면 옷을 훨씬 오래 입을 수 있을 뿐만 아니라 관리하기도 좋아서 자주 이용하고 있어요. 남편 바지 주름잡는 것도 스타일러 이모가 해주시고 있어요. 스타일러가 없었으면 외부에 나갔다 온 옷들을 어떻게 관리해야 할지 정말 생각만 해도 끔찍합니다..ㅎ 처음에 구입할 때 5벌용으로 구입한게 신의 한수 였던 것 같고, 녹색의 무광으로 구입한 점도 손자국이 묻지 않아서 정말 잘 선택한 것 같아요!!","[['스타일러 진짜 있으면 너무 좋을 것 같아요!!'], ['와 스타일러 ..진짜 탐나네요 5벌 들어가믄 진짜 많이 들어가는거네용'], ['와 저도 저 바지필터 기대중이에요 예랑이가 정장입는 직장이라서요..! 넘 좋아요🙂']]",2022.04.03. 23:26
저 드디어! 스타일러 샀어요 !,【쇼핑몰】  이랜드몰【브랜드】 엘지【상품명】  스타일러 오브제 5벌 S5RFO【가격】  1334900원【주문날짜】  2/19【상품이미지】,"[['저도 스타일러 이 제품 이 색써요ㅎ밝은색이라 집에도 잘어울리고 코트  정장에 너무 잘써요🤍'], ['넘 기대되요!!😍😍 저 진짜 건조기도 늦게 사서 뒤늦게 이건 신세계야!! 이랬는데 ㅋ꙼̈ㅋ̆̎ 스타일러도 좋다는 얘기 많이 들어서 진짜 기대되요 이제 트렌치랑 원피스 안구겨진채로 입을수 있겠죠?🤣🤣'], ['구김거의 펴지고 옷 깔끔해보여서 진짜 좋아요!전 거의 160주고 샀는데 가격도 너무 좋게 사셨네요😊'], ['전 에어드레서인데 의류관리기 넘 조아여😆 사실 겨울보다 여름에 진짜 잘써요 저는ㅋㅋㅋㅋㅋㅋ 새가전 추카드려용'], ['어떤식으로 사용하시나여? 의류관리기 고민중이라ㅜㅜㅜ'], ['꺄 저도 넘 기대되요 저 다림질진짜 못해서 그냥 좀 구겨진채로 입고다니고🤣 감사해요 !! 여름 원피스도 넣어도 넘 좋겠네요!'], ['니트들 입고나면 팔꿈치 나오자나요ㅎ 바지도 입고나면 무릎나오곻ㅎ 돌려주면 다들어가욧!!!ㅋㅋㅋㅋ 탈취도 잘되공.. 여름옷은 린넨이나 구김잘가는 것들이 두렵지 않은거…?ㅌㅋㅋ 구김땜에 살까말까햇던것도 잘사게 됩디다😖 바지 주름잡기 이런건 안해봣어욬ㅋㅋㅋㅋㅋ'], ['헉.. 무릎 나온게 들어간다구욧???!!!!!!!이거 하나로도 사야하눈거져??!!!!🤩🤩🤩🤩'], ['사세여ㅋㅋㅋㅋㅋㅋ윗댓처럼ㅋㅋㅋㅋㅋ봄에 트렌치코트 엉덩이주름,,, 이제 매번 드라이한것처럼 입을수잇다고요!!!!!!✨✨✨✨'], ['앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 모델 구경가야게써옄ㅋㅋㅋㅋ답변감사해여😆😆😆'], ['저도 사신거랑 똑같은 모양 1년 6개월정도 쓰고있는데 스타일러도 캐시같은건 무서워서 못넣겠더라구여 ㅎㅎㅎ 그래도 요즘은 시국이 시국인지라 외출하고 난 다음 아우터류나 매일 세탁 / 드라이 힘든 제품은 입고나서 한번씩 돌려주고는 있어요😃'], ['저 원피스랑 트렌치 나 자켓같은거 한번 입고 나갔다 오면 구깃 구깃해져서 스팀 으로 펴는 것도 스트레스 였는데 ㅜ 넘 기다려져요  !! 안그래도 미세먼지랑 이시국 얘기하면서 남편 승인 받았어요 !'], ['맞아요~~!! 대신 드라마틱하게 펴지진 않아요! 한번 돌리고 스팀은 무조건 하셔야합미다😂😂😂😂'], ['저도 매번 드라이 맡기는건 옷망가질것 같고 한번 더 그냥 입기엔 찝찝해서 의류관리기 하나 살지 진지하게 고민중이에요ㅋㅋ 옷에 진심인 사람들한테는 필수 가전같아요 ㅋㅋㅋ'], ['저도 방수 트렌치 세탁소에 맡겼다가 옷이 다 녹아와서 ㅜ 그뒤로 진짜 잘 안맡기거든요 이제 옷 관리 할수 있느니  쇼핑 더 열심히해야겠어요><'], ['스타일러는 최고입니다 !! 잘 사셨어용'], ['감사해여 오랜만에\n가전이라 흥분 해써여❤️\u200d🔥❤️\u200d🔥ㅋ꙼̈ㅋ̆̎ 넘 기대됩니닷!'], ['저도 고민하다가 샀는데 후회없이 잘써요!'], ['가격 너무 좋으네용♡♡ 저도 스타일러 고민만하다가 안썼는데 댓글보니 갑자기 사고싶..어.요ㅋㄱㅋㅋ'], ['저도 사고 싶네요'], ['저도 에어드레서 쓰는데\n겨울에 니트류랑 패딩들 잠깐입은거 세탁하기도 애매할때 미세먼지도 탈탈 털어주고 뽀송해져서 너무 좋아요 \n진짜 돈 안아까운 템이에요 ㅋㅋㅋ'], ['헐 와 대박 너무 부럽습니다…'], ['ㅊㅋ드립니다'], ['우와 가전이지만 넘 이뿌네요 잘쓰실거같아요!!!!'], ['저도 고민중인데 가격 너무 좋네요 ㅎㅎ👍 잘 사셨어요❤️❤️'], ['디자인도예쁘고가격도너무좋으네요~~쇼핑구경하다스타일러에혹하네요~~^^'], ['가격 너무 좋네요 저는 거의 초기모델이라 작아서 좀 불편한데 크기 커서 좋겠어요 무릎나온바지나 니트류.아우터 관리할때 너무 좋아요'], ['저두 스타일러 최근에 결혼선물로 받았어요 ㅎㅎ 근데 제 겨울코트들은 못 넣는것들이 많더라구요 ... ㅠ 남자친구가 아주 만족하는 가전이에요 ㅋㅋㅋ'], ['저도 건조기보다 스타일러가 더 만족하는 가전이에요🙈💗 니트랑 코트 러버라서🤍🤍 그리고 남편 면바지 바지 주름도 나름 쓸만하게 나오더라구요 ㅋㅋ 스타일러 사고 진짜 겨울철 드라이 비용 3분의 2는 넘게 줄인거 같아용👍'], ['저두 스타일러 너무 사고싶어용!'], ['우와 저도 해외배송옷들 세탁할때마다 골치엿는데 스타일러 살까봐요 진짜 ㅠㅠㅋㅋㅋ'], ['스타일러 이제 선택 아니구 필수됬어요 ㅜㅜㅋ\n니트류도 저는 스타일러 중간에 넣는? 그 머죠 그거 (대충 보시면 알죠???🤣🤣)\n거기에 뉘여서 돌려요 \n구매할깨 니트류 그리하라 설명들었어서 \n하고나면 보송하고 \n향도 좋고 \n매번 새옷처럼 기분 좋아요 \n가격도 너무 잘사셨어요👍🏻👍🏻👍🏻'], ['저도 진짜 옷이 많아서 세탁비 절약하기 위해 스타일러 사자고 시위중인데🤣 아 너무 부럽습니다!!'], ['저도 최애 가전이 스타일러입니다. 한번 입고 빨기 애매한 옷들 한번 돌려도 좋고, 니트나 코트에 베인 음식 냄새도 싹 빠지고 진짜 좋아요'], ['헉 이거 이랜드? 여기는 우디에용?ㅋㅋㅋ 가격 좋내네용👍👍👍 지금 무한 고민중인데 정보 감사합니당😀']]",2022.02.20. 10:20
오브제 워시타워 + 스타일러 패키지 최저가 이벤트 (8/16일까지),마감되었습니다마감 후 가격 문의는 견적 문의방으로 문의 주세요​오브제 워시타워 + 스타일러 패키지 최저가 이벤트 (8/16일까지)​가전플래너에서 엘지 오브제 의류관리기를 패키지로저렴한 가격에 만나볼 수 있는 행사를 준비 했는데요​가격 문의는 해당 게시글에 댓글 남겨주시면 메일로할인된 가격 안내를 받아보실 수 있으세요​※ 행사 종료 후 가격은 변동되니 서둘러 참여해보세요 ※​<행사 모델>W20ENZM (오브제 워시타워)+S5BBP (오브제 스타일러)​​엘지 오브제 워시타워,"[['가격 문의드립니디'], ['안녕하세요 가전플래너입니다 ^^행사 내용을 메일로 보내드렸습니다항상 노력하는 가전플래너가 되겠습니다'], ['가격문의드립니다.'], ['안녕하세요 가전플래너입니다 ^^행사 내용을 메일로 보내드렸습니다'], ['가격문의합니다'], ['안녕하세요 가전플래너입니다 ^^행사 내용을 메일로 보내드렸습니다'], ['가격문의드려요'], ['안녕하세요 가전플래너입니다 ^^행사 내용을 메일로 보내드렸습니다'], ['가격문의드려요'], ['안녕하세요 가전플래너입니다 ^^행사 내용을 메일로 보내드렸습니다']]",2022.08.13. 11:38
스타일난다 스타일러,스타일러 들어만 봤지 처음 사봤는데실용적인가요??아직 써보질 않아서 모르겠네요 ㅋㅋㅋ,"[['축하드립니당!!!! 패딩.....관리에 쵝오에용'], ['겨울에는 좋아요!ㅎㅎ 코트랑 패딩이랑 자주 빨지 못하니까용'], ['예랑이예전집에 옵션으로있었는데 코트랑 패딩이랑 청바지 넣고 돌리기좋았어요!\n사이즈너무큰니트넣고돌려서 사이즈줄이기도했구용ㅋㅋㅋ'], ['스타일러 좋다구해용!! 사고싶네요ㅜㅜ'], ['저는 스타일러 호텔에서 써봤는데, 잘 모르겠어요 ㅠㅠ 소리가 너무나서 ㅠㅠ 안방이 아닌 다른곳에 배치한다면 괜찮은거같아요! ㅋㅋㅋㅋ 다른분들은 추천하시는군요 ㅋㅋ'], ['스타일러 장만하셨군용 부러워용>< 고깃집 갔다오면 스타일러 필수죠👍'], ['전 안써봤는데 호불호가 확실히 갈리더라고요'], ['한번도 안써봤는데 필수 가전인가요??'], ['저도 스타일러 너무 궁금해요!!'], ['오... 애들 교복입기 시작하면 짱이라던데...'], ['오 전 삼성거로샀는데! 부디 실용적이길'], ['겨울가을에 좋을것같아요!!!!!']]",2022.08.24. 23:32
붙박이장 스타일러 했어요~,저희집  무몰딩 붙박이장 스타일러 장만했어요넘깔끔^^,"[['붙박이장이 깔끔하네요~'], ['깔끔하고 미니멀한것이 조으네요^^'], ['진짜 깔끔하니 딱 이네요~\n사진보니 부럽습니다'], ['깔끔하니 좋네요~~\n저도 스타일러 사고파서 열 검색중이에요ㅎㅎ']]",2022.06.10. 20:45
스타일러 위치 고민 중입니다. 어디다가 두고 쓰세요?,"스타일러 없이 살다가 이사하면서 처음 써볼라 합니다. 삼성 엘지 어디껄로 할까하다가 유투버 참고하여 엘지 스타일러로 결정했습니다. ​첨엔 안방 붙박이장 한켠에 설치하려고 했는데~유투브 보니 소음이 있어서 침실에 두는걸 권하지 않더라구요.​그래서 두번째로 생각한 위치가 신발장 옆 이였습니다. 근데 이게 또 문제가... 신발장 깊이는 35~40센치밖에 안되는데스타일러는 깊이가 600은 되네요. 그럼 냉툭튀 처럼... 스툭튀가 되겠다는 ㅡ.ㅡ​그래서 설거지 하다가 갑자기 든 생각인데,첨부한 사진처럼 안방 화장실에 세탁기를 둘 수 없다면 저 자리에 스타일러를 두면 어떨까 합니다. ㅋ​스타일러 (유투브 영상에는) 단점으로 물 채워주고 버려주고... 이게 상당히 귀찮다며~그럼 화장실에서는 채워주고 버려주고가 바로 옆에서 해결되니 좋겠다라는 생각이 들었어요.​여직 그런 집은 본 적이 없는데 ㅋ 넘 쌩뚱맞나요?스타일러 사용하시는 분들 어디에다가 두고 쓰세요? 옷방에다가 두고 쓰면 참 좋겠지만 저는 아들,딸 방 하나씩 내주고 옷방이 없어요 ㅡ.ㅡ","[['저는 옷 벗고 바로 보이는 곳??? 이 좋은 것 같아요~~~ 바로바로 보이는 고ㅗㅅ에 넣고 돌리고 ㅋㅋ 은근 귀찮아요 ㅋㅋ 안보이면 안돌릴듯. ㅠㅠ'], ['옷 벗고 바로 보이는 곳... 아... 안방 파우더룸에 장 짜서 수납장 만들까 했는데... 거기도 위치 후보가 되겠네요. 의견 감사합니다.~'], ['안방 화장실은 너무 안쪽이라 스타일러를 잘 안쓰게될 것 같아요 ㅠㅠ 저희는 장소없어서 거실에 뒀었는데.. 물버리고 물채우는게 화장실에 둘 정도의 귀찮음은 아니에요!! ㅋㅋㅋㅋ'], ['ㅎㅎ 너무 안쪽이긴 하네요. 애들이 워낙 손이 많이가고 신경쓸께 많으니... 물버리고 물채우고는 저한테는 귀찮음이 될 수도 있을것 같아서요. '], ['전 뒷베란다에 둬요. 세탁실이죠.'], ['세탁기 옆에다가 두는것도 예쁘긴 할텐데... 베란다 사이즈도 체크해 봐야겠어요.'], ['요즘 아예 이렇게 나와요.\n뭔가 AI가 주고받는대요'], ['물버리고 물채우고 그렇게 자주있는 일이 아니라서 옷 있는 곳에 놓는 거 추천해요! 드레스룸이 제일 적당한데 그렇지 않다면 그냥 안방이 나을지도요ㅜㅜㅋ 파우더룸 있으면 거기도 괜찮을 것 같은데요?!'], ['유투브에서는 자주 해야하는 것처럼 말하길래 매번 교체해주는 건가 했어요.'], ['저는 드레스룸 입구 화장대 자리에 장 짜서 넣었어요 소음이 있긴 한데 저녁에 돌리는거 아니니 침실에 있어도 크게 상관 없지 않을까요'], ['울집 신랑이 퇴근이 많이 늦는 편이예요.. 그나마 코로나 터지고 좀 빨라졌는데 그전엔 10~11시인 경우가 많았어요. 그렇게 모임하고 늦게 돌아와서 음식 냄새 난다고 돌리면 넘 짜증날듯해요.'], ['안방 드레스룸 + 안방 화장실 인접해 있어서 너무 편하게 쓰고 있어요.'], ['어딘지 알겠어요~ 저도 그쪽으로 염두하고 있는데 정확한 사이즈를 현장견적 갔을때 유심히 봐야할듯 하네요.'], ['전 주로 외투를 돌려서..신발장 근처에 설치했어요~'], ['맞아요. 외투가 세탁비도 비싸니 외투를 많이 쓸것 같긴한데 신발장 옆으로는 답이 안나오네요.'], ['나중에 교복 입을꺼 생각해서..애들 방에 놓을려고요'], ['아... 저흰 당장은 애들이 아직 교복 입는 나인 아니고 신랑이 양복을 입고 출,퇴근해서 남편이 더 많이 쓸듯해요.'], ['저도새집가서 하게되면 신발장에 둘래요'], ['신발장이랑 깊이가 다른데... 어떻게 해결하실 계획이 있으신지요?']]",2022.01.09. 20:04
LG 스타일러 구매했어요~~,저보다 남편이 더 사고싶어했던 스타일러드뎌 구배했어요 ㅋㅋ 여름에 사서 얼마나 잘 사용하겠나 했는데 왠걸 계절상관없이 너무 좋네요 잠깐 입고 나갔다온 티셔츠도 돌리고 세탁기에서 바로 나온 꼬깃한 면티셔츠도 어느정도 구김이펴져서 너무 좋더라구요 가을겨울에 미세먼지 있는 철에는 진짜 너무 유용할거같아요 디스플레이도 너무 예쁘고 완전 만족합니다구매 망설이시는 분들께 강추합니다~,"[['토요일에 구입하고 배송 기다려요.혹시 얼마에 구입했어요?'], ['저희도 잘 쓰고 있어요~'], ['와 저희도 알아보고 있는데 ㅎㅎ'], ['저도 사고싶어요 ㅠㅠㅠ냄새 잘 빠지죠?!!']]",2022.05.24. 09:57
스타일러에서 빠진건데 무슨 용도일까요?,​,"[['바닥 수평맞추는거같아용~~'], ['이거 어디 끼워야해요?'], ['바닥에 뒤뚱거리는 부분에 끼우심데용!!'], ['오~ 해봐야겠어요^^'], ['바닥에 수평 맞출때 사용하는거예요^^흔들림 방지^^'], ['어딘가에 끼워야하나요?'], ['어디에 끼우는건 아니고요저희도 LG스타일러인데 무빙이라돌릴때 흔들림 있잖아요~그때 바닥 수평 맞출때 기우는쪽에\xa0바닥에 끼워 놓는용도요~'], ['아~~  네^^  감사합니다.'], ['흔들림방지요~~\n윗분들 말씀이 맞아요']]",2022.06.16. 20:56
LG스타일러 S5MBAU 블랙틴트미러 스마일카드 99만원대,쿠폰 적용  107만5천원스마일카드 7%할인받으면 99만원대 나와요​​G마켓[LG 스타일러 S5MBAU 5벌+1벌 블랙틴트미러] https://mobile.gmarket.co.kr/AppGate/V3?link=http%3A%2F%2Fmitem.gmarket.co.kr%2FItem%3FgoodsCode%3D2062996582%26p6dl%3Dmappshare&app=gmkt&preview=false,"[['덕분에 잘샀습니다^^ 103만원에 포인트2만 무이자20개월했어요 감사해요❤️'], ['엇 어케 103마넌 나오셨어용??'], [''], ['와 감사해요 카드발급받아서 적립까지 체감 979,755원에 결제했어요!!!'], ['ㅎㅎㅎ 뭐가 바뀌었나봐요 ㅋㅋㅋ 일시불하면 체감 97정도 나오죵 ㅎㅎㅎ \n전 할부하려구 ㅋㅋㅋㅋ 암튼 저도감사해요! 계속 기다리던거라'], ['ㅎㅎ잘샀네용 감사합니다 좋은하루되시구용 >_< 설레네요 스타일러ㅎㅎㅎ'], ['99만까지도 나오는데 그럼 무이자가 12개월밖에안되더라구요 103만에 포인트 2만하면 101이면 비슷한거같아서 그냥 전 무이자 20개월로했어요!'], ['스마일카드 카드할인 끝났나봐요ㅜㅜ'], ['네 그러네요ㅠㅠ 어제 자정넘으니 스카 2.4할인밖에안되던데  아예끝났나봐요']]",2022.06.23. 22:43
