,id,date,dateYear,dateMonth,dateDay,rating,userName,content
1387,1388,20200927,2020,09,27,1,goodBlossomC,업뎃전엔 잘썼는데 업뎃후 알림도 안되고 불편하다. 사용자에게 불편함을 줄거라면 업뎃은 왜한건가? 지우고 재설치하라는 답변을 받았는데;;그럴거면 왜 업뎃을 했을까?
1388,1389,20190110,2019,01,10,5,Google 사용자,편리한 가전을 더 편리하게 쓸 수 있는 앱 정말 편리하고 좋네요. 알림을 줘서 참 편해요.
1389,1390,20201207,2020,12,07,1,황세영,전용앱치고 지원하는 기능이 너무 한정적이다 겨우 코스 종료 알림정도나 다운로드코스 전송같은 그르지 같은 기늠들이 많고 끄고키고 기본동작 정돈 할 수 있어야지
1390,1391,20190223,2019,02,23,5,Google 사용자,스마트하게 밖에서 들어갈 시간에 맞춰서 세탁을 할수있어서 너무 좋아요 편리해요 다만 전원스위치도 켤수있었으면 더 좋았을듯 싶네요^^
1391,1392,20200327,2020,03,27,1,Google 사용자,소프트웨어 업그레이드중에 서버에 연결할수 없다고 강제종료 되네요. 그뒤로 앱접속이 안되요.
1392,1393,20220719,2022,07,19,1,위대환,일분에 두번씩 약관 갱신하지 왜?
1393,1394,20200508,2020,05,08,1,김영일,시그니처 공청기 사용중인데 습도 조절도 자동으로 못하면서 어떻게 시그니처 인가요? 시그니처라는 이름이 부끄럽네요...
1394,1395,20190621,2019,06,21,5,Google 사용자,완전 잘쓰고 있어요 집에 가전이 켜지고 꺼지는 알림이 잘되니까 관리도 편하고요 세탁기랑 건조기 원격제어하려면 전원은 수동으로 켜야되는게 아쉽네요ㅋ 더 나아지리라 믿습니다ㅋ
1395,1396,20210602,2021,06,02,1,김대현,아니 뭐 연결좀할라고하면 다시 연결하라그러고 업데이트할때마다 집안 가전기기 다 찾아다니면서 일일이 설정하고 다니라는거야 뭐야 이럴꺼면 업데이트 뭐하러하세요 하지마세요 아님 정보가 이어지게끔 해줘야될꺼아니야
1396,1397,20200204,2020,02,04,5,Google 사용자,요즘 전자제품에 스마트폰 알람이 있다는게좋네요 스타일러를 쓰는데 나중에는 원격으로 전원도 켤 수 있으면 좋겠습니다
1397,1398,20200319,2020,03,19,3,Google 사용자,에어컨 연결이 안돼요 앱에 문제가 있는건지 제품은 계속 와이파이 표시가 되구있구요 도대체 왜이러는건지.
1398,1399,20191124,2019,11,24,1,Google 사용자,엘지건조기 원격은 왜있는겁니까. 건조돌리고나면 전원바로 꺼지고..전원꺼지면 원격도 무용지물인데.. 원격으로도 전원을 킬수있게 하던가.. 건조종료후에 대기상태로 하던가.. 나원참..
1399,1400,20191001,2019,10,01,1,Google 사용자,"업그레이드 할때마다 등록된 제품들이 사라지네요. 참~번거럽게 하네요. 가전제품들은 좋은데, 어플은 영 아니네요"
1400,1401,20200117,2020,01,17,4,Google 사용자,잘사용 하고 있습니다 다만 제 와이프도 같이 사용하고자 하는데 하나하나 다시 등록해야 하나요?? 삼성은 구성원 등록을 하니 제가 등록한 제품이 그대로 옮겨지던데 엘지는 그런 기능이 없는건가요?? ㅠㅠ
1401,1402,20210819,2021,08,19,1,미영,기존 건조기완료후 음성으로완료되었다고안내해주는데 지금은 안되네요 이게뭡니까 그나마 그거하나제대로이용하고있었는데말이죠.. 이런이런 고객센터직원 몇번전화주시더니 이젠 연락안오시고.. 씽큐허브는 왜 와이파도조차도못잡고 이러는지요 진짜 제품 가격은 타사보다비싸게 판매하시면서 요즘처럼 폰으로 어플다운받아 이것저것 다할수있는시기에 이게뭐냐구여 아래글들처럼 와이파이이상인줄알고 공유기바꾸고 다해봐도 계속연결실패입니다 일대일문의삼기라는 답변은 왜그리많은지 어떻게 하면 개선되는지 방법이나알려달라고요
1402,1403,20210602,2021,06,02,1,sun ki's hobby life.,청정기가 와이파이에 면결이 안됩니다. 전엔 잘 됐었는데 몇번을 연결을 해봐도 안됩니다.
1403,1404,20200820,2020,08,20,5,김철한,초기버전에 비해 많이 좋아졌네요. 외부에서도 세부기능을 사용할 수 있도록 기능이 더 추가되면 좋겠어요.
1404,1405,20200311,2020,03,11,5,Google 사용자,공기청정기 휴대폰과 초기 연결 설정 시 60%만 되면 공기청정기 와이파이 화면이 자동으로 꺼짐관련해서 메일로 문의드렸는데 아직 답변이 온게 없네요 확인 부탁드립니다
1405,1406,20190811,2019,08,11,1,Google 사용자,연결끊김 너무 자주 발생하네요. 특히.에어컨...다른 기기 냉장고 공기청정기등은 문제 없는데 에어컨만 왜그러져?
1406,1407,20200510,2020,05,10,3,하나로,LG tv plus랑 통합한다고 계속떠서 어플받았는데 모바일콘텐츠 보는것이 없습니다 모바일컨텐츠를 tv랑 연동해서보기위해서 어플사용하는건데 통합하실거면 모바일컨텐츠 볼수있게 만들어주셨으면 좋겠습니다 빠른답변부탁드려요
1407,1408,20200926,2020,09,26,1,Dahee Jeong,"공기청정기가 새벽2시에 공기가 안좋다고 알림을 자꾸 보내서, 알림을 끄려고 들어가보니까 앱을 업데이트하라고하고 업데이트했더니 본인인증을 하라고해서.. 걍 앱을 지우는 게 낫겠어요..."
1408,1409,20190731,2019,07,31,5,Google 사용자,세탁기 등록하고 외부에서 세탁 예약하고 싶은데 제품 연결이 안돼네요;; 에어컨은 외부 데이터망에서도 켜지는데~~~ 이러면 집에서 예약하고 나가야 하는건가요??
1409,1410,20200924,2020,09,24,1,ok susu,업데이트할때마다 초기화 앱은 구동안되 빈화면만 떠있고 가전은 좋은데 앱이 별로에요
1410,1411,20200625,2020,06,25,1,김지안,매번 쓸때마다 느끼지만 자꾸 연결이 맘대로 해제되고 재연결하려해도 공유기탓으로만돌림 그걸로 공유기 4번째바꿔 잘쓰고있었으나 또 연결해제 하... 개선좀해주세요
1411,1412,20211202,2021,12,02,1,김동우,좀 업댓할려고 하면 미리 업댓을 알리 던가 업댓을 눌러도 바로 진행을 되게 하던가.. 항상 삼성보다 한 두발짝 아쉽게 하니깐 삼성으로 넘어가야되나 싶네요.
1412,1413,20191129,2019,11,29,3,Google 사용자,서버 연결 오류라고 계속뜨는데 음.... 끝나면 알람은오고 조치를하셔야 할거같은데요 아예 먹통이 된지 한달도 더된거 같습니다 셋팅도못하고 확인도 못하네요
1413,1414,20191117,2019,11,17,5,Google 사용자,쪼금더버그수정과 상세조절기능이있었으면합니다 초기연결이어렵고 다운로드프로그램이없어요
1414,1415,20201003,2020,10,03,1,Ro_ Lo,도데체 업데이트는 왜 하는건가요? 지금 로그인만 2시간째입니다 왜이러는 걸까요? 업데이트 때마다 새로 로긴에 등록에 아후... 쓰라는거야 말라는거야... 머가 문제인건가요?
1415,1416,20201018,2020,10,18,3,김동주,접속 시간이 너무 오래 갈리고 업글 되면서 편의 기능이 몇개 없어 지고 기능 몇개 추가 되었는데 불편의 기능 같아요!
1416,1417,20210823,2021,08,23,1,evan sh,업데이트후 인터페이스가 이상해요 둥그런게 자꾸 터치되서 온도가 자꾸 바뀌어요 이전처럼 클릭해서 온도 바꿀수 있게 못하나요?
1417,1418,20200913,2020,09,13,5,초의아빠,"제품관리와 작동에 매우 유용한 앱입니다! 특히, 여름철 외출했다 들어오기 10~15분 전에 에어컨을 작동 시키면 들어와서 시원하고 쾌적한 느낌이어서 너무 좋네요!"
1418,1419,20200703,2020,07,03,1,K2 storm,공기청정기 유저인데 푸시알림이 전혀 공기질이 나쁘지 않은데 자꾸 급격히 나빠진다고 알림 날아옴 뭔소리야... 공기질이 나쁨 범위가 아니고 정상 범위에 있는데도 알림이 날아오니까 이상하다는거지 내가 먼지 센서라도 달려있냐?ㅡㅡ
1419,1420,20191215,2019,12,15,5,Google 사용자,"LG 가전을 많이 쓰는 가정이라면 집안에서 매우 유용하게 쓸 수 있는 앱! 제한적인 원격제어이기는 하지만, 각종 다운로드 코스도 받아서 유용하게 쓸 수 있고 참 좋은 듯."
1420,1421,20201030,2020,10,30,2,Kwon Mi Jeong,LG SM9000 TV 스마트폰으로 화면 공유하는 법 알려주세요. 예전 LG TV plus앱에선 있던거 같은데 여기로 넘어오고 해보려니 리모컨기능만 있고 없습니다. 블루투스로 연결하려하니 관련앱이 있어야 된다고 뜨면서 안됩니다.
1421,1422,20200916,2020,09,16,2,웅헤헤,"연결이 되었다 안되었다. 기기별 제어도 다 다르고... 통합관리의 느낌보다, 개별 제품을 모아 논듯한..."
1422,1423,20200530,2020,05,30,5,임선아,밖에나와있어도 핸드폰으로 쉽게 껐다가 킬수있어서 좋아요. 더운날에는 에어컨도 미리 켤수있고 좋은것같아요
1423,1424,20190724,2019,07,24,1,Google 사용자,"로봇청소기가 새도면을 그리고있는 중에 ""연결해제"" 오늘 전원을 껐다가 다시 켜면 내일 또 ""연결해제"" 정말 너무너무 화가난다 밖에선 작동을 시킬수가없다"
1424,1425,20180930,2018,09,30,2,Google 사용자,앱에서 세부 설정을 할수 없어 원격제어라는 말이 무색합니다. 세탁기 건조기 모두 모니터링정도만 가능하니 아쉬워요. 빨리 업데이트 되었으면 좋겠습니다~
1425,1426,20220704,2022,07,04,1,황상준,LG씽큐 에어컨 2in1 제품 등록하는데 벽걸이는 등록되는데 스텐드는 제품등록이 안되요. 제품명 FQ17S9DWBN 입니다.
1426,1427,20200920,2020,09,20,1,김소형,업데이트 후 에어컨 온도 누르면 안 넘어가고 버벅되는지 모르겠네요. 예전에는 이 정도로 느리지는 않았는데 이럴거면 왜 업데이트를 하게 했는지 의문이예요.
1427,1428,20200207,2020,02,07,4,Google 사용자,대체로 만족하는데 굳이 스타일러에서 원격제어를 켜야하는게 불편해여...일을 두번하는데 두번할거면 Iot기능을 쓸 필요가 없는데 말이죠..
1428,1429,20191211,2019,12,11,1,Google 사용자,다운로드코스를 사용할때 내용이 바뀔때미다 다운받아야 하니 많이 번거롭네요..겨울철에 자주 사용하는 패딩이나 가죽모피류는 기본으로 있었음 좋겠네요
1429,1430,20200923,2020,09,23,1,조병옥,계속 앱업데이트될때마다 기기와 연결이 끊기고 이젠 아예 연결도 안되네요 뭐가 스마트라는건지
1430,1431,20190321,2019,03,21,4,Google 사용자,공기청정기 원격 사용 편리 합니다. 나머지 제품들도 .. 정수기. 세탁기 앱연동후 편리하게 사용하고 있습니다. 앞으로도 편리한 기능들 많이 만들어주세요.
1431,1432,20190802,2019,08,02,5,Google 사용자,집에들어가기전에 에어컨 켜놓을수있어서 좋네요 실행시 블루투스가 저절로켜지는건별로네요
1432,1433,20181003,2018,10,03,1,Google 사용자,"광파오븐에 와이파이,NFC 다 동원해도 연결이 안됨. 스마트THINQ 라벨을 벗기고 싶음"
1433,1434,20210522,2021,05,22,1,김선익,아니 왜 원격으로 세탁기 조작이 안되나요? 전원이 꺼져있으면 켤수있게 해놓아야 하는데 전원을 켤수도 없습니다. 버튼은 있는데 조작도 안되고 할 수있게 해주세요.
1434,1435,20191212,2019,12,12,3,Google 사용자,제품모델을 선택하면 그에 따른 소모품이나 부품 등이 함께 나와주면 좋을텐데 공기청정기 필터를 일일이 선택해서 호환 모델을 찾고 있으려니 답답하네요. Lg전자제품들은 앱이나 프로그램 개선이 시급해 보입니다.
1435,1436,20190922,2019,09,22,5,Google 사용자,여지껏 동생만 쓰다가 저도 앱을깔아서 사용하고 있는데 이건 정말 저에게 혁신이네요 늘 빨래를 자주 돌리는 입장에서 세탁실까지 가지않아도 알려준다는것은 너무 편리하고 좋고 그밖의 세탁기능도 기계치인 제 입장에서 쉽게 다가가기 좋아서 다행이에요ㅠㅡㅠ
1436,1437,20200224,2020,02,24,3,Google 사용자,터키에서 엘지 세탁기를 사용중 입니다. 기능은 잘되는 것 같은데 한국어는 안되네요 터키어랑 영어만 됩니다 한국어로 어플 사용할 순 없나요?
1437,1438,20190808,2019,08,08,3,Google 사용자,실행만 해도 와이파이가 강제로 켜져요 밖에서 쓰는데 자꾸 와이파이가 켜져서 다른 앱 통신에 문제가 생깁니다 와이파이좀 강제로 안켜지게 해주세요
1438,1439,20211007,2021,10,07,1,J I,작년에 에어컨과 공기청정기를 LG 제품으로 구매했는데 정말 후회막심입니다. LG 스마트홈은 정말 삼성에 비하면 구색 갖추기일 뿐입니다. 스마트홈이 중요하면 에어컨은 꼭 삼성 사세요. 하 정말... 오프라인 뜨면서 작동도 안 되고.. 내가 왜 비싼 돈 주고 LG 걸 사서 이 고생을 하고 있는 걸까...
1439,1440,20190610,2019,06,10,5,Google 사용자,공기청정기 사용하면서 다운받아 편하게 썼었는데 건조기 구입하면서 같이 활용하는데 너무 좋네요~ㅎ 기계치인 저도 편히 사용하고 있답니다 ~^-^
1440,1441,20210718,2021,07,18,4,king99,에어컨 예약누르려면 네트워크 연결이 안된다면서 앱이 꺼집니다 다른기능은 잘됩니다
1441,1442,20201011,2020,10,11,1,김치샐러드,아 진짜 잘 쓰고 있었는데 업뎃할 때마다 로그인 하라고 하네 로그인이 간단하지도 않고 로그인 할 때마다 문자 본인인증에 너무 복잡하고 귀찮게 해놈. 대기업에서 만든 앱이 맞나
1442,1443,20210109,2021,01,09,3,오승현,스마트 티비 업데이트 후 연결이 끊기고 업데이트 할때마다 끈기는데 너무 하네요. 그리고 이젠 업데이트후 다시 삭제해도 연결이 안됩니다.
1443,1444,20200307,2020,03,07,3,Google 사용자,LG 스마트 tv가 등록되었지만 google home에 연동시 스마트tv가 자꾸 누락된 상태로 연동이 됩니다. 그리고 같은 회사인데 왜 셋탑박스는 thinq어플로 등록이 안되는지도 궁금합니다.
1444,1445,20200801,2020,08,01,2,kyungs,작년도안되고 전력량측정. 올해 에어컨틀면서 확인하니 또 측정이안됩니다. 앱에서 에어컨 삭제후 다시등록해도 측정이안됩니다. 고쳐주세요
1445,1446,20190312,2019,03,12,5,Google 사용자,전원버튼을 눌르면 버튼 전체가 색이 변했으면 좋겠네요. 켜진 건지 아닌 건지 확연하게 보이지 않거든요
1446,1447,20200611,2020,06,11,4,Hoewon Roh,와이파이잡는데 시간이좀걸렸지만 편리한기능이 있어서 자주사용해보려고합니다
1447,1448,20190224,2019,02,24,3,Google 사용자,알림기능 참 편리하네요. 전원을 켤수 있는 기능이 추가되면 좋을 듯합니다.
1448,1449,20210715,2021,07,15,3,김민준,이전 버전으로 롤백 해주세요 최신 버전은 너무 느려서 쓸 수가 없어요 그리고 에어컨 스마트 케어 기준 온도를 변경 할 수 없어요 자꾸 25도에서 고정돼요
1449,1450,20210207,2021,02,07,5,신나는동동이,식기세척기 세척후 문열리고 조금지나면 전에없던 띵똥띵똥 소리가 계속나길래 전화해서 알아봐야하나 하던참에 어플로 스마트진단해보니 다정상 이고 통세척주기가 지났다고 나오네요 편리합니다^^
1450,1451,20191012,2019,10,12,1,Google 사용자,10월부터 세탁알람은 오는데 에너지모니터링은 0회로 나와요. 최근코스는 뜨는데 최근사용횟수는 조회불가고 건조기는 정상조회 됩니다. 앱을 삭제후 다시 설치해도 똑같고 제품삭제를 해도 똑같아요.
1451,1452,20190408,2019,04,08,1,Google 사용자,역시 우리나라 2등기업 답네요 아주 완벽하게 제품연결이 되지 않습니다. 메뉴얼이나 고객센터는 훌륭하게 무쓸모에요. 제 개인정보만 팔아넘겼네요 사기꾼들. 반쪽짜리 제품만 샀네
1452,1453,20220116,2022,01,16,1,김창수,자동화는 뭐 어떻게 쓰라는거예요? 초미세먼지 나쁨 되면 에어컨 공기청정 켜지게 하려는데 앱이 지혼자 껌벅이기만 하고 뭔 설정이 하나도 안되네요.
1453,1454,20190306,2019,03,06,2,Google 사용자,세탁기와 건조기 사용중인데 건조기는 아직 사용전이고 세탁기만 처음 사용해봤는데 전원이 안켜져 앱이 있으나마나한 느낌이네요ㅜ 그나마 예약은 가능한거같은데 아직 사용해보질않아서 잘 모르겠네요ㅜ 앞으로 많은 발전을 기대해봅니다.
1454,1455,20200816,2020,08,16,1,Ralf,갤럭시노트20 울트라입니다 연결이 아예 안되요 주변으로 찾아도 연결가능한게 없데요 아이폰으로 잘쓰고 있었고 기변 후 안되네요 참
1455,1456,20190717,2019,07,17,2,Google 사용자,에어컨 한대를 두대의 휴대폰으로 제어할수 없나요? 한대는 작동잘되는데 나머지 한대는 계속해서 다른사용자 사용중 뜨네요 앱종료해보고 별걸 다해도 마찬가지네요 답변좀주세요. 메일문의하라는 말 마시고요~
1456,1457,20190702,2019,07,02,5,Google 사용자,밖에서 열일하고 있는데 집에있는 와이프가 에어컨 켜면 바로 끌수있어서 좋아요!!! 이런기능 쓰고싶은데 에어컨 안켜네요 방에서 자기전에 누워있는데 거실서 홀로 티비보는 와이프 스마트폰으로 티비끌수있어서 좋아요!!!!
1457,1458,20200713,2020,07,13,5,Ji Won Han,완료시점 알람을 주니 방에 있다가도 알수있고 스마트진단으로 문제점 즉각 확인도 가능해서 편리하네요
1458,1459,20191016,2019,10,16,3,Google 사용자,다좋은데 왜 원격제어버튼을 누르고 외출해야 밖에서 조정가능? 너무불편 글고 행굼 탈수 온도 등등 개별 조작가능하게 해줬으면 좋겠어요
1459,1460,20190801,2019,08,01,4,Google 사용자,앱과 제품연결이 불안정하네요... 앱이 이번에 업데이트되고 나선 아직까진 괜찮은거 같은데 앞으로 개선을 더 해 주셨으면하네요
1460,1461,20190212,2019,02,12,3,Google 사용자,아직 부족한ㅁ점이 여럿 있지만 편리한 부분도 많아요. 더 완성도 있게 잘 만들어 주세요. 기대됩니다 ^^
1461,1462,20190723,2019,07,23,1,Google 사용자,저기요.. 잘 되다가 왜 업데이트를 하셔서 이 사단인가요.. 엘지폰으로 코드제로R9 하고 퓨리케어 공청기 연결하는데. 어렸을적 386 컴퓨터도 안되는 286 컴퓨터 부팅속도 같아요.. 빨리조치안할거에요??
1462,1463,20220521,2022,05,21,5,문성근,역시 가전은 LG 앞으로도 기대 하겠습니다
1463,1464,20220220,2022,02,20,5,아브도맨,TV리모컨 잘되고 좋아요
1464,1465,20201212,2020,12,12,1,Kim Namyoung,해외유저인데 한국어 쓰고 싶다고 본인인증 하라고 합니다. 이런것 좀 하지마세요. 안그래도 해외라 한국 아닌것 서러운데 해외 사용자는 어플 한국어로 쓰지도 못하게 차별하는 것 엄청 불편합니다.
1465,1466,20190603,2019,06,03,3,Google 사용자,기존 갤럭시7에서 10으로 교체후 작업 완료시 알람이 오지 않습니다. 앱을 실행해서야 알람확인이 가능합니다. 수정 요청드립니다.
1466,1467,20190406,2019,04,06,4,Google 사용자,"세탁기, 건조기, 에어컨 연결해서 사용중인데 덕분에 많이 편리해졌어요~ 한가지 아쉬운점은 세탁기를 원격으로 사용하고 싶을 때 전원을 계속 켜놔야된다는게 아쉽네요."
1467,1468,20201208,2020,12,08,5,다다,식기세척기 알림기능 한번 설정하면 핸드폰 와이파이 연결 아닌상태에서도 알림이 가능하네요~ 아주 좋아요
1468,1469,20181003,2018,10,03,5,Google 사용자,세탁기나 건조기에 wakeonlan 기능 추가하거나 에어컨처럼 항시 제어가능하면 어떨까하네요. 미래엔 전동식 개폐까지 추가해 빨래감을 넣어 놓기만 하면 내가 원하는 시간에 빨아놓을수 있겠죠.
1469,1470,20200223,2020,02,23,3,Google 사용자,"아직 기능이 제한적이고, 불러오는 속도가 느립니다. 삼성띵쓰나 애플홈과 연동되면 더 좋겠어요"
1470,1471,20200808,2020,08,08,2,김헌준,이 어플을 사용 시 폰이랑 TV를 연결할때 스마트뷰를 선택하게되면 폰인터넷이 전혀 되지를 않습니다. 넘나 불편해요..
1471,1472,20190723,2019,07,23,1,Google 사용자,연결을 백번해도 한번 될까말까해요 기능 차라리 없애는게 스트레스 덜받겠어요. 그리고 연동이 너무 느려요. 어떻게 이런 어플이 대기업에서 만든건지
1472,1473,20190530,2019,05,30,1,Google 사용자,어플 업데이트 이후로 에어컨 연결해제되고 다시 연결이안됩니다. 잘 쓰던게 안되니까 답답하네요 FQ17D8DWAN 모델입니다
1473,1474,20201207,2020,12,07,1,신이나펭펭,트롬 24+미니워시 신제품 구입했는데 와이파이 컸는데도 찾지를 못해 등록을 못하네요.. 설치한 날부터 몇일째 시도하는건지 원.. 화가 나네요! 앱이 되는건 맞는건지?
1474,1475,20201227,2020,12,27,2,김동우,앱 최적화가 엉망인지 아주 느리고 버벅거립니다. 구글 홈이나 스마트싱스는 이러지 않는데요
1475,1476,20211222,2021,12,22,2,김형진,업데이트전까지는 원격제어가 가능했는데요 방금업데이트하라고 해서 하고난 후 원격제어를 하려고 하는데 아무리 설명서대로 해도 안되네요ㅜㅜ
1476,1477,20211118,2021,11,18,5,J Lee,완전 업데이트되었네요! 지난 버전 대비 많이 달라져보이고 이거저거 볼게 많아 좋아진것같아요~ 잘쓸게요! 쓰던 계정으로 바로 연결도 되니 편해요^^
1477,1478,20210707,2021,07,07,2,Eunhee JANG,에어컨의 스마트 작동 설정 시 맞춤 온도 설정으로 하면 온도 설정이 제대로 작동하지 않습니다. 원하는 온도로 변경하였지만 변경되지 않습니다.
1478,1479,20190531,2019,05,31,5,Google 사용자,외출 중에도 집안의 공기 상태를 확인하고 외출 했다가 집에 들어 올 때 미리 작동시켜 집안공기를 미리 깨끗하게 만들수 있어 좋네요. 또한 집에 노약자가 있는 경우 외출중에도 집안 공기 상태를 확인해서 원격으로 동작 상태를 모니터링 해서 기기를 작동시킬수 있어 아주 좋습니다. 원격에서 기기를 모니터링하고 동작 시키니 마치 게임 하는것 같이 신기 합니다.
1479,1480,20200922,2020,09,22,1,cha kuieun,사용 못하게하는 업데이트를 한겁니까? 잘쓰고있었는데 업데이트한후 실행조차 안되네요 어떤게안되는지 앱깔고 접속해보시길 ㅡㅡ 이번 업데이트 담당자 답답하네요
1480,1481,20191020,2019,10,20,5,Google 사용자,예약기능도 편리하고 다되면 다됐다고 알려주고 참좋은 기능들입니다^^
1481,1482,20211125,2021,11,25,4,최지현,나머지는 다 연결이 되는데 냉장고만 연결이 안됩니다 서비스신청하여 와이파이모듈만 교체하고 해도 똑같이 안됩니다
1482,1483,20200522,2020,05,22,1,wj lee,업데이트 이후로 세탁기에서 스마트폰으로 알람이 오지않습니다...알람기능하나때문에 쓰는건데 재연결을 해도 안되네요
1483,1484,20220312,2022,03,12,1,임수아,어플왜이래요? 자꾸 본인인증하래...하래서 본인인증했더니 튕기고...본인인증 또하래서 인증하면...또 인증하라그러고..이건뭐........본인인증10번하다 포기합니다...
1484,1485,20220215,2022,02,15,1,Bo Min Kim,"네트워크 연결 오류, 네트워크 재설정 어떻게 하나요. 제품추가등록이 안됩니다. 기존것도 연결이 안되네요."
1485,1486,20220201,2022,02,01,1,Daegeuk Kim,로그인 할때마다 핸드폰 인증으로 왜 바뀌었나요? 그리고 가전이랑 어플이랑 연결이 안됩니다. 테스트좀 해보시지요.
1486,1487,20200222,2020,02,22,2,Google 사용자,로봇청소기를 면결해서 사용하고있습니다 연결하고 며칠있다보면 연결해제가 되어버립니다 다시 연결하려구 하면 오래걸리구요
1487,1488,20220212,2022,02,12,2,아기공룡둘째,스탠바이미 연결이 너무 안됩니다. 다른 TV는 바로 연결되는데 스탠바이미만 안되네요 ㅜㅜ
1488,1489,20220129,2022,01,29,2,HY Rhee,"로보트 청소기는 지속적인 SW up date가 필요하고, 충전량이 엄청 부족함. 즉 유일하게 가성비가 부족한 LG 제품."
1489,1490,20220212,2022,02,12,1,Dy Na,삼성가전 사용하다가 이번에 엘지로 바꿨는데 시스템이 허접하네요.. 제대로 되는게 없네 Tv는 채널변경도 안되고 로봇청소기는 지멋대로 말안듣고..
1490,1491,20220208,2022,02,08,1,유세하,건조기 연결해두면 몇시간 뒤에 자동 해제 됨 기계 문제인지 소프트웨어 문제인지 모르겠음. 냉동고는 잘연결되는것 보면 전원이 지속적으로 켜져있는 제품말고는 엘지껀 사면안댐
1491,1492,20220216,2022,02,16,1,ᄀ봄,아니 ㅡㅡ왜 어플접속할때마다 로그인해야되고 인증도 받아야하는지 네트워크오류는 또 뭐고 갑자기 이상해졌어요 점검바람.
1492,1493,20220205,2022,02,05,5,이강복,네트워크로 냉장고 진단하기는 안되는데 화면설명대로 마이크소리로 하니까 되네요. 신기해요
1493,1494,20220321,2022,03,21,1,Jihn Leigh,스타일러 다른 코스 다운받아 쓰고 싶은데 죽어도 와이파이가 안 잡혀요. 기다리다지쳐 맨날 포기합니다.
1494,1495,20220217,2022,02,17,1,돼지도리숨쉬는,잘안되는데 광고는 왜함? 광고보고 집에있는 전기레인지 연결하려니까 계속 시도해도안되네
1495,1496,20220222,2022,02,22,4,이은주,lg v50사용중 상품단종으로 인해 삼성폰으로 사용하고자 바꿨는데 기존저장된 메모장은 공유가안되네요.계속 저장된 데이터를 상성폰에서도 사용할수는없는건가요?
1496,1497,20200929,2020,09,29,1,KM Lim,어떻게된게 lg에서 올린앱만 연결이 안되고 개인이 만든앱은 연결이 1초만에 뜨는건 아무리 이해할려고해도안됨. 개발부서는 이런사실 아는지 반성좀하시라.
1497,1498,20210709,2021,07,09,3,Du-sik Kim,에너지 모니터링 그래프 한칸 간격이 너무 커서 보기 불편합니다. 개선 바랍니다.
1498,1499,20190727,2019,07,27,1,Google 사용자,저번 버전을 굉장히 잘 쓰고 있었는데 바뀐 버전에서 에어컨 열대야취침모드 설정이 사라져서 당황스럽네요 열대야취침모드 설정 가능토록 개선해주세요
1499,1500,20191118,2019,11,18,5,Google 사용자,와이파이로 설정하는기능 너무 편해요 공기청정도 아주 잘되네요. 냄새고 잡아주니 상쾌합니다
1500,1501,20201212,2020,12,12,5,min jihae,기본 기능도 좋지만 띵큐 앱으로 쓸수있는 다운로드코스가 진짜 짱짱조아요!!!! 오늘은 퀴퀴한 냄새나는 '오래된옷 관리'했는데 넘나 맘에들어요
1501,1502,20190610,2019,06,10,1,Google 사용자,lg는 항상 소프트웨어가 문제네요 이번 업데이트 후 기존 연결돼있던거 다 풀리고 다시 연결하려니 무한로딩입니다.
1502,1503,20220710,2022,07,10,1,이현욱,로그인이 안되게 할거면 만들지를 마세요
1503,1504,20190626,2019,06,26,4,Google 사용자,스마트하게 잘 쓰고 있어요. 몇몇 제품은 자동으로 켜지지 않는게 조금 아쉽네요 ㅎㅎ
1504,1505,20190723,2019,07,23,1,Google 사용자,"제품등록 해놨는데 켜놔도 인식도 안되고, 어플 다시 켰더니 등록해놨던건 다 날라가고 ㅋ 자~알 만들었네요ㅋㅋ"
1505,1506,20190703,2019,07,03,1,Google 사용자,별한개도아까움 앱켜서 제품연결할때마다 연결이 너무느려터졌음 앱켤때마다 속터짐 가전은LG ? 요즘 가전들 앱하나로 컨트롤 하게해서 타 제품판매까지 영향을줄텐데 이따위로 해서는 글러먹음
1506,1507,20200911,2020,09,11,5,강희준,자기전 리모컨을 깜빡하고 거실에 두고왔을때 정말 편합니다. 다시 일어나기 정말 귀찮거든요...
1507,1508,20200907,2020,09,07,3,Jooya p,"제품을 꼭 사람이 전원 켠뒤, 와이파연결을 해 둬야 스마트폰을 이용한 제어가 되고 있기에. 이런 부가적인 행위없이 앞으로 더 진보된 기술의 발전을 기대 해 봅니다."
1508,1509,20200315,2020,03,15,5,Google 사용자,가사의 고통에서 벗어나게 해준 LG의 전자제품.. 그것을 완성해준 Thin Q.!! 아주 편하고 실용적입니다.
1509,1510,20201004,2020,10,04,1,Pop Lee,"업데이트하니 기존에 연결된 세탁기, 건조기, 식기세척기, 공기청정기 다 지워짐^^ 다시 등록할 엄두가 안나네요. 또 업데이트하면 다 지워질건데 싶어서요^^"
1510,1511,20190808,2019,08,08,1,Google 사용자,자꾸 혼자 연결해제되네요 와이파이 연결하는거 오래걸리고 번거로운데 잘쓰다가도 몇 번이나 다시했는지 모르겠어요
1511,1512,20210702,2021,07,02,1,김슬기,건조기 업데이트 하라고 나오는데 뭘업데이트한다는건가요? 내용은 나오지도않고 그렇다고 업데이트를 안하면 사용을못하고 뭐가 업데이트 된건지 궁금합니다
